Level	Rule Name	Subject	Property	Value
WARN	annotation_whitespace	variable cell size at division	oboInOwl:hasExactSynonym	  variable cell size at division during vegetative growth
WARN	annotation_whitespace	decreased epigenetic heterochromatin inheritance	oboInOwl:hasExactSynonym	 epigenetic inheritance of heterochromatin
WARN	duplicate_exact_synonym	decreased cell wall alpha-glucan level	oboInOwl:hasExactSynonym	reduced cell wall alpha-glucan level
WARN	duplicate_exact_synonym	decreased ascospore wall alpha-glucan level	oboInOwl:hasExactSynonym	reduced cell wall alpha-glucan level
WARN	duplicate_exact_synonym	increased cell wall beta-glucan level	oboInOwl:hasExactSynonym	increased cell wall beta-glucan level during vegetative growth
WARN	duplicate_exact_synonym	increased ascospore wall beta-glucan level	oboInOwl:hasExactSynonym	increased cell wall beta-glucan level during vegetative growth
WARN	duplicate_exact_synonym	decreased chromatin binding at cohesin associated regions	oboInOwl:hasExactSynonym	decreased chromatin binding at CARs
WARN	duplicate_exact_synonym	increased chromatin binding at cohesin associated regions	oboInOwl:hasExactSynonym	decreased chromatin binding at CARs
WARN	duplicate_exact_synonym	decreased cell wall alpha-glucan level	oboInOwl:hasExactSynonym	decreased cell wall alpha-glucan level during vegetative growth
WARN	duplicate_exact_synonym	decreased ascospore wall alpha-glucan level	oboInOwl:hasExactSynonym	decreased cell wall alpha-glucan level during vegetative growth
WARN	missing_definition	abnormal histone exchange	IAO:0000115	
WARN	missing_definition	decreased histone exchange during G0	IAO:0000115	
WARN	missing_xrefs	phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	cell phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	cell population phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	cell viability	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cell morphology	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal mitotic DNA damage checkpoint	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal S-phase DNA damage checkpoint	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal meiotic recombination	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cell adhesion during vegetative growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	abolished cell-substrate adhesion	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cell cycle	oboInOwl:hasDbXref	
WARN	missing_xrefs	mitotic G2/M phase transition delay	oboInOwl:hasDbXref	
WARN	missing_xrefs	T-shaped vegetative cell with normal cell length	oboInOwl:hasDbXref	
WARN	missing_xrefs	tapered cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	branched vegetative cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	curved vegetative cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	elongated cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	pear-shaped cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	spheroid vegetative cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	shmoo with long tip	oboInOwl:hasDbXref	
WARN	missing_xrefs	small cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	stubby vegetative cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	swollen cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal vegetative cell polarity	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cell wall during vegetative growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal chromosome segregation	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal mitotic chromosome congression	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal mating	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cytokinesis	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal actomyosin contractile ring localization	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal endocytosis during vegetative growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for arginine	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for asparagine	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for cysteine	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for ethanolamine	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for lysine	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for methionine	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for phenylalanine	oboInOwl:hasDbXref	
WARN	missing_xrefs	growth auxotrophic for sulfite	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal glucan synthesis	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal negative regulation of transcription by glucose	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal cell population growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	decreased cell population growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	normal cell population growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	inviable cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal kinetochore morphology during vegetative growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal meiosis	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal meiotic cell cycle	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal microtubule cytoskeleton organization	oboInOwl:hasDbXref	
WARN	missing_xrefs	long microtubules	oboInOwl:hasDbXref	
WARN	missing_xrefs	mitochondria fused	oboInOwl:hasDbXref	
WARN	missing_xrefs	mitochondrial nucleoid enlarged	oboInOwl:hasDbXref	
WARN	missing_xrefs	mitochondrial nucleoids present in decreased numbers	oboInOwl:hasDbXref	
