Level	Rule Name	Subject	Property	Value
WARN	missing_definition	mutualism phenotype	IAO:0000115	
WARN	missing_definition	normal motility phenotype	IAO:0000115	
WARN	missing_definition	abnormal motility phenotype	IAO:0000115	
WARN	missing_definition	increased motility	IAO:0000115	
WARN	missing_definition	decreased motility	IAO:0000115	
WARN	missing_definition	loss of motility	IAO:0000115	
WARN	missing_definition	motility phenotype	IAO:0000115	
WARN	missing_definition	chlorosis phenotype	IAO:0000115	
WARN	missing_definition	chlorosis absent	IAO:0000115	
WARN	missing_definition	chlorosis present	IAO:0000115	
WARN	missing_definition	host chlorosis phenotype in presence of pathogen	IAO:0000115	
WARN	missing_definition	host chlorosis absent with pathogen	IAO:0000115	
WARN	missing_definition	host chlorosis present with pathogen	IAO:0000115	
WARN	missing_definition	pathogen host interaction disease symptom phenotype	IAO:0000115	
WARN	missing_definition	systemic phenotype	IAO:0000115	
WARN	missing_definition	abnormal organism morphology phenotype	IAO:0000115	
WARN	missing_definition	normal organism morphology phenotype	IAO:0000115	
WARN	missing_definition	qualifier	IAO:0000115	
WARN	missing_definition	abnormal phialide morphology	IAO:0000115	
WARN	missing_definition	normal phialide morphology	IAO:0000115	
WARN	missing_definition	morphology phenotype	IAO:0000115	
WARN	missing_definition	molecular function phenotype	IAO:0000115	
WARN	missing_definition	pathogen spore germination on host phenotype	IAO:0000115	
WARN	invalid_xref	obsolete pathogen host interaction metabolic process phenotype	oboInOwl:hasDbXref	GO_0008152
WARN	invalid_xref	metabolic process phenotype	oboInOwl:hasDbXref	GO_0008152
WARN	missing_xrefs	pathogen host interaction phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	single species phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	tissue phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	unaffected pathogenicity	oboInOwl:hasDbXref	
WARN	missing_xrefs	pathogenicity phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	functional pathogen effector absent	oboInOwl:hasDbXref	
WARN	missing_xrefs	functional pathogen effector present	oboInOwl:hasDbXref	
WARN	missing_xrefs	gain of pathogenicity	oboInOwl:hasDbXref	
WARN	missing_xrefs	loss of pathogenicity	oboInOwl:hasDbXref	
WARN	missing_xrefs	virulence phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	unaffected virulence	oboInOwl:hasDbXref	
WARN	missing_xrefs	increased virulence	oboInOwl:hasDbXref	
WARN	missing_xrefs	reduced virulence	oboInOwl:hasDbXref	
WARN	missing_xrefs	normal single species phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	abnormal single species phenotype	oboInOwl:hasDbXref	
WARN	missing_xrefs	inviable cell	oboInOwl:hasDbXref	
WARN	missing_xrefs	increased sensitivity to chemical during growth	oboInOwl:hasDbXref	
WARN	missing_xrefs	increased sensitivity to chemical	oboInOwl:hasDbXref	
